"FirstName","Surname","PositionsList","Team","Cost","PointsLastRound","TotalPoints","TransfersOut","YellowCards","GoalsConceded","GoalsConcededPoints","GoalsScored","GoalsScoredPoints","TransfersOutRound","PriceRise","PriceFallRound","LastSeasonPoints","PriceFall","PenaltiesMissed","Form","Bonus","CleanSheets","CleanSheetPoints","Assists","SelectedByPercent","TransfersIn","OwnGoals","MinutesPlayed","TransfersInRound","PriceRiseRound","RedCards","Week","Season"
"Ivan","Toney","FWD","BRE",6900000,1,139,4651860,8,47,0,12,0,0,4,0,139,-4,0,0,19,8,0,5,18.8,4035001,0,2908,0,0,0,"37",2021
"Leandro","Trossard","MID","BHA",5900000,0,141,755335,2,33,0,8,0,0,-6,0,141,6,0,0,16,11,0,4,2.8,876755,0,2803,0,0,0,"37",2021
"Virgil","van Dijk","DEF","LIV",6800000,0,183,2061419,3,21,0,3,0,0,3,0,183,-3,0,0,13,21,0,3,17.8,2203398,0,3060,0,0,0,"37",2021
"Raphael","Varane","DEF","MUN",5500000,0,75,689501,0,22,0,1,0,0,0,0,75,0,0,0,9,5,0,1,2.3,703400,0,1829,0,0,0,"37",2021
"Jamie","Vardy","FWD","LEI",10300000,10,133,4286672,2,27,0,15,0,0,-2,0,133,2,0,0,24,4,0,3,12,3896763,1,1801,0,0,0,"37",2021
"Joel","Veltman","DEF","BHA",4200000,8,95,388674,6,39,0,1,0,0,-3,0,95,3,0,0,5,8,0,1,1.4,234723,0,2874,0,0,0,"37",2021
"Kyle","Walker","DEF","MCI",5400000,0,85,1034399,1,14,0,0,0,0,-1,0,85,1,0,0,5,10,0,2,4.7,848250,0,1755,0,0,0,"37",2021
"Kyle","Walker-Peters","DEF","SOU",4800000,0,82,207168,5,49,0,1,0,0,-2,0,82,2,0,0,7,6,0,3,1.1,233550,0,2630,0,0,0,"37",2021
"James","Ward-Prowse","MID","SOU",6400000,7,159,1290848,3,65,0,10,0,0,-1,0,159,1,0,0,21,7,0,5,5.3,1395323,0,3215,0,0,1,"37",2021
"Ollie","Watkins","FWD","AVL",7500000,5,131,3056403,7,48,0,11,0,0,0,0,131,0,0,0,17,10,0,3,9.1,3499976,0,2950,0,0,0,"37",2021
"Danny","Welbeck","FWD","BHA",6e+06,11,89,98962,0,16,0,6,0,0,0,0,89,0,0,0,13,5,0,4,1.6,222797,0,1469,0,0,0,"37",2021
"Ben","White","DEF","ARS",4600000,0,107,2576098,3,35,0,0,0,0,1,0,107,-1,0,0,9,13,0,0,12.4,1839917,1,2880,0,0,0,"37",2021
"Joseph","Willock","MID","NEW",5300000,0,79,564746,0,37,0,2,0,0,-7,0,79,7,0,0,3,6,0,3,0.8,505066,0,2037,0,0,0,"37",2021
"Callum","Wilson","FWD","NEW",7100000,13,75,1162192,4,32,0,8,0,0,-4,0,75,4,0,0,14,3,0,0,1.5,741395,0,1386,0,0,0,"37",2021
"Yoane","Wissa","MID","BRE",5700000,6,92,24374,0,22,0,7,0,0,-3,0,92,3,0,0,6,3,0,2,0.3,38811,0,1268,0,0,0,"37",2021
"Chris","Wood","FWD","NEW",6300000,1,91,1051175,1,41,0,5,0,0,-7,0,91,7,0,0,8,6,0,0,1.8,958424,0,2694,0,0,0,"37",2021
"Wilfried","Zaha","MID","CRY",6900000,9,150,1569368,4,34,0,14,0,0,-1,0,150,1,2,0,11,11,0,2,8.5,1716571,0,2759,0,0,1,"37",2021
"Hakim","Ziyech","MID","CHE",7300000,2,79,257610,3,12,0,4,0,0,-2,0,79,2,0,0,9,7,0,3,0.8,259632,0,1311,0,0,0,"37",2021
