"FirstName","Surname","PositionsList","Team","Cost","PointsLastRound","TotalPoints","TransfersOut","YellowCards","GoalsConceded","GoalsConcededPoints","GoalsScored","GoalsScoredPoints","TransfersOutRound","PriceRise","PriceFallRound","LastSeasonPoints","PriceFall","PenaltiesMissed","Form","Bonus","CleanSheets","CleanSheetPoints","Assists","SelectedByPercent","TransfersIn","OwnGoals","MinutesPlayed","TransfersInRound","PriceRiseRound","RedCards","Week","Season"
"Sergio","Aguero","FWD","MCI",11500000,0,169,4192169,2,12,0,21,0,0,0,0,169,0,0,0,22,13,0,6,10.7,4137173,0,1960,0,0,0,"37",2017
"Nathan","Ake","DEF","BOU",5e+06,2,102,550652,5,59,0,2,0,0,0,0,102,0,0,0,8,6,0,3,6.1,473457,0,3352,0,0,0,"37",2017
"Marc","Albrighton","MID","LEI",5500000,0,107,469984,5,42,0,2,0,0,0,0,107,0,0,0,12,8,0,8,2.2,480100,0,2533,0,0,1,"37",2017
"Joe","Allen","MID","STK",5100000,1,109,260198,8,55,0,2,0,0,-4,0,109,4,0,0,12,6,0,6,1.7,132625,0,3139,0,0,0,"37",2017
"Bamidele","Alli","MID","TOT",9e+06,1,175,2312061,7,28,0,9,0,0,-5,0,175,5,0,0,12,16,0,13,13.8,1310914,0,2957,0,0,0,"37",2017
"Marcos","Alonso","DEF","CHE",7100000,0,165,1821079,6,30,0,7,0,0,1,0,165,-1,0,0,15,13,0,2,16.2,1720420,0,2855,0,0,0,"37",2017
"Marko","Arnautovic","MID","WHU",7100000,12,144,1122460,5,50,0,11,0,0,1,0,144,-1,0,0,12,7,0,7,7.6,1535109,0,2309,0,0,1,"37",2017
"Cesar","Azpilicueta","DEF","CHE",6900000,1,175,1138791,1,38,0,2,0,0,4,0,175,-4,0,0,25,15,0,6,21,1565365,1,3330,0,0,0,"37",2017
"Hector","Bellerin","DEF","ARS",5900000,6,132,960552,5,44,0,2,0,0,-1,0,132,1,0,0,11,12,0,4,10.3,748052,0,3050,0,0,0,"37",2017
NA,"Bernardo Silva","MID","MCI",7200000,3,112,224703,0,10,0,6,0,0,-8,0,112,8,0,0,8,9,0,5,1.4,188040,0,1514,0,0,0,"37",2017
"Ryan","Bertrand","DEF","SOU",5300000,6,103,812081,2,49,0,0,0,0,-2,0,103,2,0,0,4,8,0,5,5.2,327658,0,3135,0,0,0,"37",2017
"Eric Maxim","Choupo-Moting","MID","STK",5200000,0,107,805583,3,45,0,5,0,0,-3,0,107,3,0,0,9,5,0,5,1.9,847130,0,2241,0,0,0,"37",2017
"Philippe","Coutinho","MID","LIV",9100000,0,103,1731180,0,14,0,7,0,0,1,0,103,-1,0,0,15,5,0,7,3,1531129,0,1109,0,0,0,"37",2017
"Aaron","Cresswell","DEF","WHU",4900000,2,118,320817,7,60,0,1,0,0,-1,0,118,1,0,0,10,10,0,7,3.2,502197,0,3069,0,0,0,"37",2017
NA,"David Silva","MID","MCI",8200000,0,169,2594234,5,18,0,9,0,0,2,0,169,-2,0,0,26,14,0,11,11.5,2818085,0,2431,0,0,0,"37",2017
"Ben","Davies","DEF","TOT",5800000,0,143,1984637,3,20,0,2,0,0,3,0,143,-3,0,0,14,12,0,7,21.9,2774181,0,2323,0,0,0,"37",2017
"Kevin","De Bruyne","MID","MCI",10300000,6,209,2488550,2,22,0,8,0,0,3,0,209,-3,0,0,25,19,0,18,21.4,2110213,0,3073,0,0,0,"37",2017
"Abdoulaye","Doucoure","MID","WAT",5200000,2,136,1690548,10,63,0,7,0,0,2,0,136,-2,0,0,16,9,0,4,11,2158021,0,3324,0,0,0,"37",2017
"Christian","Eriksen","MID","TOT",9700000,2,199,2307725,0,33,0,11,0,0,2,0,199,-2,0,0,23,17,0,10,19.4,2542509,0,3218,0,0,0,"37",2017
NA,"Fernandinho","MID","MCI",5e+06,3,120,761299,7,24,0,5,0,0,0,0,120,0,0,0,9,15,0,4,4.6,855827,0,2880,0,0,0,"37",2017
"Roberto","Firmino","FWD","LIV",9500000,2,181,3869077,1,32,0,15,0,0,10,0,181,-10,0,0,29,16,0,8,36.1,4655247,0,2760,0,0,0,"37",2017
"Pascal","Gro?","MID","BHA",5900000,1,164,1831783,2,46,0,7,0,0,4,0,164,-4,0,0,24,10,0,8,15.4,2556990,0,2928,0,0,0,"37",2017
"Johann Berg","Gudmundsson","MID","BUR",5e+06,2,117,160499,2,33,0,2,0,0,0,0,117,0,0,0,7,10,0,9,1.9,259431,0,2831,0,0,0,"37",2017
"Eden","Hazard","MID","CHE",10500000,2,173,1380932,2,27,0,12,0,0,0,0,173,0,0,0,24,12,0,6,6.4,1573075,0,2417,0,0,0,"37",2017
"Ahmed El-Sayed","Hegazi","DEF","WBA",4600000,1,114,1583760,4,55,0,2,0,0,1,0,114,-1,0,0,11,10,0,0,17.8,1995878,0,3386,0,0,0,"37",2017
NA,"Izquierdo","MID","BHA",5900000,0,101,28326,2,32,0,5,0,0,-1,0,101,1,0,0,4,5,0,5,0.3,42611,0,1976,0,0,0,"37",2017
NA,"Jesus","FWD","MCI",10400000,5,126,2552640,6,12,0,13,0,0,-1,0,126,1,2,0,18,9,0,7,17.1,2872644,0,1660,0,0,0,"37",2017
"Phil","Jones","DEF","MUN",5500000,0,116,1962341,2,11,0,0,0,0,5,0,116,-5,0,0,19,15,0,0,5.2,2083445,1,1973,0,0,0,"37",2017
NA,"Jordan Ayew","FWD","SWA",5400000,2,108,1152190,2,49,0,7,0,0,4,0,108,-4,0,0,12,7,0,2,9.5,1535368,0,2850,0,0,1,"37",2017
"Harry","Kane","FWD","TOT",13100000,12,217,5113596,5,34,0,29,0,0,6,0,217,-6,1,0,31,15,0,2,37.7,5323924,0,3074,0,0,0,"37",2017
"N'Golo","Kante","MID","CHE",4900000,2,101,1210394,3,32,0,1,0,0,-1,0,101,1,0,0,9,16,0,2,11.7,823596,0,2994,0,0,0,"37",2017
"Joshua","King","FWD","BOU",7e+06,7,110,386325,3,38,0,8,0,0,-5,0,110,5,0,0,10,7,0,4,1.9,185282,0,2450,0,0,0,"37",2017
"Sead","Kolasinac","DEF","ARS",5800000,6,108,1171952,3,30,0,2,0,0,-2,0,108,2,0,0,6,10,0,4,6.1,833275,0,2146,0,0,0,"37",2017
"Alexandre","Lacazette","FWD","ARS",10300000,2,138,1826713,1,28,0,14,0,0,-2,0,138,2,0,0,11,10,0,5,7.6,1367817,0,2197,0,0,0,"37",2017
"Manuel","Lanzini","MID","WHU",6600000,15,106,245822,4,44,0,5,0,0,-4,0,106,4,1,0,11,6,0,7,0.8,245376,0,2039,0,0,0,"37",2017
"Jamaal","Lascelles","DEF","NEW",4900000,6,116,867091,5,31,0,3,0,0,4,0,116,-4,0,0,9,9,0,0,9.5,1286927,0,2927,0,0,0,"37",2017
"Jesse","Lingard","MID","MUN",6e+06,0,128,1396523,2,18,0,8,0,0,0,0,128,0,0,0,10,9,0,6,10.3,1935041,0,1807,0,0,0,"37",2017
"Dejan","Lovren","DEF","LIV",5300000,13,110,163452,4,24,0,2,0,0,-2,0,110,2,0,0,10,11,0,1,1.5,136449,0,2124,0,0,0,"37",2017
"Romelu","Lukaku","FWD","MUN",11500000,0,162,4269817,4,26,0,16,0,0,0,0,162,0,1,0,18,14,0,7,21.9,2809880,0,2866,0,0,0,"37",2017
"Harry","Maguire","DEF","LEI",5500000,0,117,934687,7,60,0,2,0,0,5,0,117,-5,0,0,10,9,0,4,10.9,1381619,0,3420,0,0,0,"37",2017
